交易名称,企业名称,所属集团,电源类型,装机容量MW
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县崇岗乡崇岗村委会岩峰山一组吕玉新屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇色卡村委会上村29号）,大唐（宣威）新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇坝岭村委会坝岭一组（李依改屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇黎山村委会大村子村56号-4）,大唐（宣威）新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇小河塘村营坡社7号胡发冬）,云南电网有限责任公司昭通巧家供电局,,无,0
380V沧源县糯良乡屋顶分布式光伏发电项目（沧源县糯良乡班考村委会十二组（鲍艾细））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大雪山乡团山村委会平田活动室屋顶&#41;,永德鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇八皮村公所团石包社69号冉崇云）,云南电网有限责任公司昭通巧家供电局,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇老菁村二坪子社27号乔应正）,云南电网有限责任公司昭通巧家供电局,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇公曼村委会公曼村八组（赵艾软））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇新华村委会（七组活动室））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇贺科村委会（六七组活动室））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇班驮村委会班驮村（五、六组活动室））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇老箐村公所长海子社44号洪金连）,云南电网有限责任公司昭通巧家供电局,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇班驮村委会班驮村一组（肖卫仙屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县苞谷垴周家坪何家湾社33号邓永惠）,云南电网有限责任公司昭通巧家供电局,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇老箐村公所吕家村社3号吕自坤）,云南电网有限责任公司昭通巧家供电局,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇贺勐村委会贺勐村（一，二组活动室））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇小河塘村公所岔路社46号徐应全）,云南电网有限责任公司昭通巧家供电局,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区蚂蚁堆乡遮奈村委会遮奈村回营二组12号杨奇才）,中汇富鸿（临沧）新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县崇岗乡团树村委会旺丁一组赵小方屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县崇岗乡团树村委会旺丁完小屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大山乡大山村委会大山村三棵青活动室屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇色卡村委会南村85号）,大唐（宣威）新能源有限公司,,无,0
380V鹤庆县屋顶分布式光伏二期（20MW）项目（县政府、发改局、粮食局）,大理鹤庆云华新能源有限公司,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区忙畔街道办事处忙畔社区忙畔村忙那组（长青路68号旁边）姚才远）,中汇富鸿（临沧）新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇孔家营村三岔冲社169号罗左秀）,云南电网有限责任公司昭通巧家供电局,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区忙畔街道办事处忙畔社区忙畔村忙畔街道武装部）,中汇富鸿（临沧）新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇孔家营村长墒地社30号洪开兴）,云南电网有限责任公司昭通巧家供电局,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区博尚镇大那么村委会（大那么村委会厨房））,中汇富鸿（临沧）新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县崇岗乡黑龙村委会黑龙村黑龙完小宿舍楼屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇梨山村委会安家坪子村13号附1号）,大唐（宣威）新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大雪山乡大平掌村委会廖志华屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区博尚镇弯子村委会南靠组&#40;南靠1号活动室&#41;）,中汇富鸿（临沧）新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县崇岗乡崇岗村委会龙竹棚完小屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇贺勐村委会贺勐村（十七组活动室））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇贺勐村委会五组（李三木搞））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大山乡麻栎寨村委会怕红二组陈小良屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县崇岗乡崇岗村委会崇岗完小综合楼2栋屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区忙畔街道办事处文伟社区居民委员会文伟村文伟村（文伟社区沙坝田活动室2））,中汇富鸿（临沧）新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇新华村委会一组活动室）,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V石林县整县屋顶分布式光伏发电项目（云南省昆明市石林县板桥镇板桥小学１）,龙源石林新能源有限公司,,无,0
380V石林县整县屋顶分布式光伏发电项目（云南省昆明市石林县板桥街道办新发村北侧板桥中学门口）,龙源石林新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇色卡村委会2号楼）,大唐（宣威）新能源有限公司,,无,0
380V石林县整县屋顶分布式光伏发电项目（圭山镇海邑新寨）,龙源石林新能源有限公司,,无,0
380V石林县整县屋顶分布式光伏发电项目（云南省昆明市石林县路美邑村）,龙源石林新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇得德村委会宝山村3号）,大唐（宣威）新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大山乡玉华村委会玉华完小2栋屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县崇岗乡龙竹洼村委会龙竹洼完小教学楼及宿舍楼屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县崇岗乡军捞村委会龙塘一组陈建良屋顶&#41;,永德鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇老箐村公所长海子社17号张成奎）,云南电网有限责任公司昭通巧家供电局,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇贺南村委会贺南村（贺楠村委会烤烟房屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县苞谷垴乡周家坪村陈家村社11号浦恩昌）,云南电网有限责任公司昭通巧家供电局,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大雪山乡勐旨村委会忙蚌组俸国荣屋顶&#41;,永德鼎泰新能源有限公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇得德村委会下得村150号）,大唐（宣威）新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇贺南村委会贺南村（茶山活动室））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区忙畔街道办事处文伟社区居民委员会上南崃村（陶志忠））,中汇富鸿（临沧）新能源有限公司,,无,0
380V永德县城建城区户用屋顶分布式光伏项目&#40;云南省临沧市永德县大雪山乡勐旨村委会跃进队郑小二屋顶&#41;,永德鼎泰新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（云南省昭通市巧家县马树镇草皮地村公所四家村社12号赵书良）,云南电网有限责任公司昭通巧家供电局,,无,0
380V鹤庆县屋顶分布式光伏二期（20MW）项目（水井小学）,大理鹤庆云华新能源有限公司,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区章驮乡龙平村委会龙平村龙平老村委会）,中汇富鸿（临沧）新能源有限公司,,无,0
380V鹤庆县屋顶分布式光伏二期（20MW）项目（罗伟邑小学）,大理鹤庆云华新能源有限公司,,无,0
380V临翔区户用屋顶分布式光伏发电项目（云南省临沧市临翔区蚂蚁堆乡曼启村委会背阴村背阴寨活动室）,中汇富鸿（临沧）新能源有限公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（苞谷垴乡周家坪子村寨子社23号沈华荣）,云南电网有限责任公司昭通巧家供电局,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇建设村委会建设村三组（李岩嘎屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
220V董仲维、杜升波等1万户分布式光伏电站（苞谷垴乡燕麦沟村烂泥箐社11号李清雨）,云南电网有限责任公司昭通巧家供电局,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇昔勒村委会昔勒村五组（李赛寨屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县糯良乡屋顶分布式光伏发电项目（沧源县糯良乡班考村委会六组（卫赛茸））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇海德村委会旧庄科村57号）,大唐（宣威）新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇班驮村委会四组（鲍俄伞屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇贺勐村委会一组（肖三木茸））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
380V热水镇分布式光伏发电（试点项目）（热水镇述迤村委边水池）,大唐（宣威）新能源有限公司,,无,0
380V沧源县岩帅镇屋顶分布式光伏发电项目（沧源县岩帅镇昔勒村委会昔勒村九组（李艾块屋顶））,中汇富鸿（临沧）新能源有限公司沧源分公司,,无,0
